self_inc,site,latitude_N,plant_id,umbel_angle_deg,flower_number,face_diam_mm,tube_length_mm
SI,CMGA,34.22204,CMGA.2010.1,140,18,11.24,13.08
SI,CMGA,34.22204,CMGA.2010.10,90,8,10.51,12.315
SI,CMGA,34.22204,CMGA.2010.11,120,18,11.14,13.88
SI,CMGA,34.22204,CMGA.2010.12,180,22,10.49,15.585
SI,CMGA,34.22204,CMGA.2010.13,130,21,10.76,14.615
SI,CMGA,34.22204,CMGA.2010.14,95,11,11.02,15.965
SI,CMGA,34.22204,CMGA.2010.15,105,10,9.74,13.265
SI,CMGA,34.22204,CMGA.2010.16,130,16,9.675,12.42
SI,CMGA,34.22204,CMGA.2010.17,110,14,9.2,12.855
SI,CMGA,34.22204,CMGA.2010.18,115,12,11.305,12.65
SI,CMGA,34.22204,CMGA.2010.19,140,18,11.105,13.495
SI,CMGA,34.22204,CMGA.2010.2,152,20,12.27,15.26
SI,CMGA,34.22204,CMGA.2010.20,110,13,9.1,13.96
SI,CMGA,34.22204,CMGA.2010.21,110,13,11.045,13.225
SI,CMGA,34.22204,CMGA.2010.22,100,11,5.39,10.73
SI,CMGA,34.22204,CMGA.2010.23,125,15,9.515,11.945
SI,CMGA,34.22204,CMGA.2010.24,70,6,9.915,13.675
SI,CMGA,34.22204,CMGA.2010.25,130,14,10.765,13.21
SI,CMGA,34.22204,CMGA.2010.26,180,13,14.315,13.945
SI,CMGA,34.22204,CMGA.2010.27,120,16,9.52,14.33
SI,CMGA,34.22204,CMGA.2010.28,100,9,9.285,14.42
SI,CMGA,34.22204,CMGA.2010.29,123,19,9.875,11.86
SI,CMGA,34.22204,CMGA.2010.3,155,20,11.555,14.935
SI,CMGA,34.22204,CMGA.2010.30,170,18,10.99,13.075
SI,CMGA,34.22204,CMGA.2010.4,151,18,11.715,14.755
SI,CMGA,34.22204,CMGA.2010.5,139,18,9.75,14.565
SI,CMGA,34.22204,CMGA.2010.6,225,18,10.48,17.09
SI,CMGA,34.22204,CMGA.2010.7,120,18,11.95,15.49
SI,CMGA,34.22204,CMGA.2010.8,148,18,10.53,14.64
SI,CMGA,34.22204,CMGA.2010.9,150,12,11.87,13.985
SI,CMGA,34.22204,CMGA.2011.31,NA,15,11.43,14.995
SI,CMGA,34.22204,CMGA.2011.32,140,16,11.195,15.295
SI,CMGA,34.22204,CMGA.2011.33,90,12,8.3,11.56
SI,CMGA,34.22204,CMGA.2011.34,130,19,9.195,14.73
SI,CMGA,34.22204,CMGA.2011.35,110,15,10.805,13.66
SI,CMGA,34.22204,CMGA.2011.36,145,21,11.305,14.43
SI,CMGA,34.22204,CMGA.2011.37,110,15,8.355,13.125
SI,CMGA,34.22204,CMGA.2011.38,120,15,12.52,14.48
SI,CMGA,34.22204,CMGA.2011.39,70,11,10.255,15.19
SI,CMGA,34.22204,CMGA.2011.40,130,20,11.59,13.455
SI,CMGA,34.22204,CMGA.2011.41,140,18,10.66,13.34
SI,CMGA,34.22204,CMGA.2011.42,100,10,10.425,13.845
SI,CMGA,34.22204,CMGA.2011.43,100,13,10.78,13.395
SI,CMGA,34.22204,CMGA.2011.44,120,18,9.4,13.325
SI,CMGA,34.22204,CMGA.2011.45,140,15,10.165,12.85
SI,CMGA,34.22204,CMGA.2011.46,140,13,10.46,15.45
SI,CMGA,34.22204,CMGA.2011.47,90,13,9.215,12.585
SI,CMGA,34.22204,CMGA.2011.48,130,21,10.105,13.68
SI,CMGA,34.22204,CMGA.2011.49,120,18,13.785,11.84
SI,CMGA,34.22204,CMGA.2011.50,120,15,11.745,11.6
SI,CMGA,34.22204,CMGA.2011.51,140,19,14.45,14.18
SI,CMGA,34.22204,CMGA.2011.52,110,18,12.83,12.155
SI,CMGA,34.22204,CMGA.2011.53,120,17,12.11,11.545
SI,CMGA,34.22204,CMGA.2011.54,110,14,10.515,12.77
SI,CMGA,34.22204,CMGA.2011.55,110,16,10.49,15.09
SI,CMGA,34.22204,CMGA.2011.56,120,16,11.245,14.7225
SI,CMGA,34.22204,CMGA.2011.57,100,11,12.6675,11.645
SI,CMGA,34.22204,CMGA.2011.58,120,17,10.5425,13.865
SI,CMGA,34.22204,CMGA.2011.59,110,16,11.3125,14.64
SI,CMGA,34.22204,CMGA.2011.60,110,14,10.235,12.075
SI,CMGA,34.22204,CMGA.2011.61,110,19,10.672,14.45475
SI,CMGA,34.22204,CMGA.2011.62,120,12,11.15375,12.871
SI,CMGA,34.22204,CMGA.2011.63,110,10,11.4855,12.8185
SI,CMGA,34.22204,CMGA.2011.64,120,12,10.619,13.5565
SI,CMGA,34.22204,CMGA.2011.65,120,16,12.60625,11.96
SI,CMGA,34.22204,CMGA.2011.66,110,13,9.95975,12.875
SI,CMGA,34.22204,CMGA.2011.67,75,11,9.8645,11.834
SI,CMGA,34.22204,CMGA.2011.68,110,15,11.367,14.7635
SI,CMGA,34.22204,CMGA.2011.69,68,18,10.398,12.931
SI,CMGA,34.22204,CMGA.2011.70,120,18,10.57325,14.08025
SI,CMGA,34.22204,CMGA.2011.71,100,17,10.614,11.7915
SI,CMGA,34.22204,CMGA.2011.72,90,11,9.84975,13.7385
SI,CMGA,34.22204,CMGA.2011.73,105,18,10.30225,13.2845
SI,CMGA,34.22204,CMGA.2011.74,110,14,10.744,12.879
SI,CMGA,34.22204,CMGA.2011.75,160,21,12.0335,14.26
SI,CMGA,34.22204,CMGA.2011.76,120,13,12.87125,13.28775
SI,CMGA,34.22204,CMGA.2011.77,95,11,10.72275,13.54775
SI,CMGA,34.22204,CMGA.2011.78,70,17,10.4415,13.22125
SI,CMGA,34.22204,CMGA.2011.79,120,13,11.832,12.9005
SI,CMGA,34.22204,CMGA.2011.80,75,15,10.66225,13.235
SI,CMGA,34.22204,CMGA.2011.81,140,19,13.0675,14.98625
SI,CMGA,34.22204,CMGA.2011.82,95,15,10.63475,14.31525
SI,CMGA,34.22204,CMGA.2011.83,120,15,10.81625,15.041
SI,CMGA,34.22204,CMGA.2011.84,95,14,10.98025,15.17675
SI,CMGA,34.22204,CMGA.2011.85,85,14,11.6145,15.56575
SI,CMGA,34.22204,CMGA.2011.86,80,17,11.7965,13.92625
SI,CMGA,34.22204,CMGA.2011.87,95,10,11.488,12.7615
SI,CMGA,34.22204,CMGA.2011.88,93,13,11.36675,14.8235
SI,CMGA,34.22204,CMGA.2011.89,110,13,10.504,13.53025
SI,CMGA,34.22204,CMGA.2011.90,118,15,9.87425,13.564
SI,CMGA,34.22204,CMGA.2011.91,104,13,10.56775,14.3705
SI,CBVA,34.27019,CBVA.2010.1,120,24,9.19,13.255
SI,CBVA,34.27019,CBVA.2010.10,125,14,9.225,12.945
SI,CBVA,34.27019,CBVA.2010.11,95,15,11.47,13.795
SI,CBVA,34.27019,CBVA.2010.12,145,18,11.13,13.31
SI,CBVA,34.27019,CBVA.2010.13,110,15,9.17,13.885
SI,CBVA,34.27019,CBVA.2010.14,125,22,9.44,14.435
SI,CBVA,34.27019,CBVA.2010.15,115,13,11.225,13.685
SI,CBVA,34.27019,CBVA.2010.16,147,22,10.615,12.765
SI,CBVA,34.27019,CBVA.2010.17,110,17,11.49,14.175
SI,CBVA,34.27019,CBVA.2010.18,160,13,10.725,13.64
SI,CBVA,34.27019,CBVA.2010.19,140,14,9.28,13.49
SI,CBVA,34.27019,CBVA.2010.2,90,13,10.91,13.3525
SI,CBVA,34.27019,CBVA.2010.20,150,19,13.41,16.0075
SI,CBVA,34.27019,CBVA.2010.21,100,15,9.5,14.07
SI,CBVA,34.27019,CBVA.2010.22,95,14,10.46,14.39
SI,CBVA,34.27019,CBVA.2010.23,120,10,11.785,13.55
SI,CBVA,34.27019,CBVA.2010.24,115,11,10.275,12.63
SI,CBVA,34.27019,CBVA.2010.25,150,14,10.275,15.155
SI,CBVA,34.27019,CBVA.2010.26,92,10,9.875,13.355
SI,CBVA,34.27019,CBVA.2010.27,84,16,8.63,11.235
SI,CBVA,34.27019,CBVA.2010.28,127,19,10.645,11.51
SI,CBVA,34.27019,CBVA.2010.29,140,14,9.755,11.12
SI,CBVA,34.27019,CBVA.2010.3,120,16,12.27,14.14
SI,CBVA,34.27019,CBVA.2010.30,105,14,8.21,13.595
SI,CBVA,34.27019,CBVA.2010.4,170,15,11.88,13.645
SI,CBVA,34.27019,CBVA.2010.5,160,13,12.345,16.555
SI,CBVA,34.27019,CBVA.2010.6,100,15,9.66,13.815
SI,CBVA,34.27019,CBVA.2010.7,110,14,11.355,13.435
SI,CBVA,34.27019,CBVA.2010.8,110,17,10.675,14.635
SI,CBVA,34.27019,CBVA.2010.9,145,23,10.725,12.225
SI,CBVA,34.27019,CBVA.2011.31,115,13,13.52175,14.72275
SI,CBVA,34.27019,CBVA.2011.32,140,18,12.6,12.8695
SI,CBVA,34.27019,CBVA.2011.33,100,17,10.9575,14.68825
SI,CBVA,34.27019,CBVA.2011.34,NA,18,10.87975,13.0845
SI,CBVA,34.27019,CBVA.2011.35,115,23,9.892,13.90425
SI,CBVA,34.27019,CBVA.2011.36,140,23,10.72375,15.268
SI,CBVA,34.27019,CBVA.2011.37,100,16,10.63775,15.28275
SI,CBVA,34.27019,CBVA.2011.38,120,18,11.54625,14.3595
SI,CBVA,34.27019,CBVA.2011.39,120,19,11.34325,14.418
SI,CBVA,34.27019,CBVA.2011.40,110,15,10.60575,15.804
SI,CBVA,34.27019,CBVA.2011.41,100,13,9.37525,14.2825
SI,CBVA,34.27019,CBVA.2011.42,85,16,12.244,15.80925
SI,CBVA,34.27019,CBVA.2011.43,90,16,10.3685,14.5525
SI,CBVA,34.27019,CBVA.2011.44,100,15,11.322,13.41725
SI,CBVA,34.27019,CBVA.2011.45,70,11,9.4365,12.572
SI,CBVA,34.27019,CBVA.2011.46,90,12,10.1185,12.539
SI,CBVA,34.27019,CBVA.2011.47,120,14,8.292,12.28575
SI,CBVA,34.27019,CBVA.2011.48,110,12,11.326,17.079
SI,CBVA,34.27019,CBVA.2011.49,120,16,13.84075,16.43225
SI,CBVA,34.27019,CBVA.2011.50,80,14,11.31775,17.173
SI,CBVA,34.27019,CBVA.2011.51,95,13,10.29125,14.21875
SI,CBVA,34.27019,CBVA.2011.52,140,15,13.13,15.04875
SI,CBVA,34.27019,CBVA.2011.53,120,18,12.5535,14.59975
SI,CBVA,34.27019,CBVA.2011.54,115,15,12.4575,15.743
SI,CBVA,34.27019,CBVA.2011.55,100,18,10.53375,14.54575
SI,CBVA,34.27019,CBVA.2011.56,90,14,10.54075,14.53375
SI,CBVA,34.27019,CBVA.2011.57,95,13,12.095,16.08925
SI,CBVA,34.27019,CBVA.2011.58,85,12,10.39125,15.6855
SI,CBVA,34.27019,CBVA.2011.59,100,13,9.9435,18.399
SI,CBVA,34.27019,CBVA.2011.60,75,10,11.6075,15.12
SI,CBVA,34.27019,CBVA.2011.61,75,17,9.1205,14.0955
SI,CBVA,34.27019,CBVA.2011.62,110,18,8.977,14.2355
SI,CBVA,34.27019,CBVA.2011.63,180,23,11.44675,16.71525
SI,CBVA,34.27019,CBVA.2011.64,90,17,10.087,13.7035
SI,CBVA,34.27019,CBVA.2011.65,70,16,9.56225,14.2995
SI,CCOA,34.40869,CCOA.2010.1,110,21,11.465,13.09
SI,CCOA,34.40869,CCOA.2010.10,117,16,11.695,11.635
SI,CCOA,34.40869,CCOA.2010.11,125,21,11.08,10.625
SI,CCOA,34.40869,CCOA.2010.12,157,16,11.82,15.205
SI,CCOA,34.40869,CCOA.2010.13,150,19,13.07,13.715
SI,CCOA,34.40869,CCOA.2010.14,140,17,10.265,11.605
SI,CCOA,34.40869,CCOA.2010.15,140,15,10.985,12.24
SI,CCOA,34.40869,CCOA.2010.16,132,18,10.03,9.825
SI,CCOA,34.40869,CCOA.2010.17,145,20,11.4,11.92
SI,CCOA,34.40869,CCOA.2010.18,135,17,11.43,10.67
SI,CCOA,34.40869,CCOA.2010.19,112,17,12.065,11.925
SI,CCOA,34.40869,CCOA.2010.2,115,14,8.845,9.6725
SI,CCOA,34.40869,CCOA.2010.20,128,18,11.405,13.555
SI,CCOA,34.40869,CCOA.2010.21,128,17,10.27,12.555
SI,CCOA,34.40869,CCOA.2010.22,164,23,12.495,12.76
SI,CCOA,34.40869,CCOA.2010.23,156,22,13.07,13.665
SI,CCOA,34.40869,CCOA.2010.24,170,19,11.745,12.045
SI,CCOA,34.40869,CCOA.2010.25,145,17,13.705,12.305
SI,CCOA,34.40869,CCOA.2010.26,152,15,12.11,13.33
SI,CCOA,34.40869,CCOA.2010.27,160,24,12.7,14.0225
SI,CCOA,34.40869,CCOA.2010.28,145,15,12.755,13.015
SI,CCOA,34.40869,CCOA.2010.29,123,21,10.51,13.285
SI,CCOA,34.40869,CCOA.2010.3,135,17,12.915,12.485
SI,CCOA,34.40869,CCOA.2010.30,130,15,11.315,11.675
SI,CCOA,34.40869,CCOA.2010.31,130,19,10.2775,14.295
SI,CCOA,34.40869,CCOA.2010.32,120,18,11.205,13.495
SI,CCOA,34.40869,CCOA.2010.33,115,14,9.635,12.93
SI,CCOA,34.40869,CCOA.2010.34,125,17,10.49,13.57
SI,CCOA,34.40869,CCOA.2010.35,165,24,11.885,13.065
SI,CCOA,34.40869,CCOA.2010.36,150,18,10.24,8.405
SI,CCOA,34.40869,CCOA.2010.37,130,14,11.32,14.035
SI,CCOA,34.40869,CCOA.2010.38,110,14,9.12,11.145
SI,CCOA,34.40869,CCOA.2010.39,120,19,10.405,13.72
SI,CCOA,34.40869,CCOA.2010.4,130,17,11.585,12
SI,CCOA,34.40869,CCOA.2010.40,120,15,11.5925,14.83
SI,CCOA,34.40869,CCOA.2010.41,110,12,10.45,13.635
SI,CCOA,34.40869,CCOA.2010.42,120,15,11.425,14.13
SI,CCOA,34.40869,CCOA.2010.43,100,13,11.595,13.335
SI,CCOA,34.40869,CCOA.2010.44,105,16,10.4,10.275
SI,CCOA,34.40869,CCOA.2010.45,110,15,9.785,12.2
SI,CCOA,34.40869,CCOA.2010.46,125,17,10.995,12.195
SI,CCOA,34.40869,CCOA.2010.47,125,14,13.98,16.02
SI,CCOA,34.40869,CCOA.2010.48,110,12,11.255,11.9225
SI,CCOA,34.40869,CCOA.2010.49,120,14,11.38,15.315
SI,CCOA,34.40869,CCOA.2010.5,95,12,11.74,13.19
SI,CCOA,34.40869,CCOA.2010.50,120,18,11.8,12.575
SI,CCOA,34.40869,CCOA.2010.51,120,18,10.285,11.955
SI,CCOA,34.40869,CCOA.2010.52,130,14,11.62,12.005
SI,CCOA,34.40869,CCOA.2010.53,95,9,10.695,13.085
SI,CCOA,34.40869,CCOA.2010.54,180,28,11.575,12.3
SI,CCOA,34.40869,CCOA.2010.55,30,10,10.72,13.995
SI,CCOA,34.40869,CCOA.2010.56,125,15,11.835,13.89
SI,CCOA,34.40869,CCOA.2010.57,130,20,9.835,12.06
SI,CCOA,34.40869,CCOA.2010.58,120,15,10.555,15.33
SI,CCOA,34.40869,CCOA.2010.59,105,14,7.88,10.53
SI,CCOA,34.40869,CCOA.2010.6,130,19,11.39,13.43
SI,CCOA,34.40869,CCOA.2010.60,130,15,11.71,15.17
SI,CCOA,34.40869,CCOA.2010.7,155,17,10.13,11.03
SI,CCOA,34.40869,CCOA.2010.8,140,18,11.33,12.345
SI,CCOA,34.40869,CCOA.2010.9,142,17,12.89,13.285
SI,CCOA,34.40869,CCOA.2011.61,130,22,11.470625,12.2055
SI,CCOA,34.40869,CCOA.2011.62,120,16,11.4305,12.905875
SI,CCOA,34.40869,CCOA.2011.63,125,16,10.795125,12.57725
SI,CCOA,34.40869,CCOA.2011.64,140,22,10.52225,12.307
SI,CCOA,34.40869,CCOA.2011.65,110,17,11.073625,12.639625
SI,CCOA,34.40869,CCOA.2011.66,155,22,10.498,11.8765
SI,CCOA,34.40869,CCOA.2011.67,140,20,10.072875,11.44575
SI,CCOA,34.40869,CCOA.2011.68,110,19,10.77325,10.53675
SI,CCOA,34.40869,CCOA.2011.69,110,12,11.206375,13.035
SI,CCOA,34.40869,CCOA.2011.70,120,17,10.809625,10.445875
SI,CCOA,34.40869,CCOA.2011.71,130,13,11.199125,12.37
SI,CCOA,34.40869,CCOA.2011.72,110,14,8.274875,9.614625
SI,CCOA,34.40869,CCOA.2011.73,110,18,9.9415,12.26
SI,CCOA,34.40869,CCOA.2011.74,120,19,9.3505,9.629375
SI,CCOA,34.40869,CCOA.2011.75,140,20,11.1605,12.738125
SI,CCOA,34.40869,CCOA.2011.76,80,9,11.0205,11.079625
SI,CCOA,34.40869,CCOA.2011.77,155,19,9.537625,11.913875
SI,CCOA,34.40869,CCOA.2011.78,140,18,10.51,10.110875
SI,CCOA,34.40869,CCOA.2011.79,120,17,11.613125,11.829375
SI,CCOA,34.40869,CCOA.2011.80,100,12,9.95275,12.53475
SI,CCOA,34.40869,CCOA.2011.81,160,17,13.82625,14.106
SI,CCOA,34.40869,CCOA.2011.82,130,18,12.64575,12.832625
SI,CCOA,34.40869,CCOA.2011.83,140,20,12.598125,14.47575
SI,CCOA,34.40869,CCOA.2011.84,120,16,10.925625,12.091875
SI,CCOA,34.40869,CCOA.2011.85,130,18,12.217875,13.73675
SI,CCOA,34.40869,CCOA.2011.86,110,16,12.131,13.10175
SI,CCOA,34.40869,CCOA.2011.87,140,19,11.2655,12.73675
SI,CCOA,34.40869,CCOA.2011.88,120,19,10.9325,12.367125
SI,CCOA,34.40869,CCOA.2011.89,110,14,10.72275,10.887125
SI,CCOA,34.40869,CCOA.2011.90,110,18,11.266125,11.55275
SI,CGNA,35.01494,CGNA.2010.1,110,15,7.525,13.335
SI,CGNA,35.01494,CGNA.2010.10,100,13,7.13,12.09
SI,CGNA,35.01494,CGNA.2010.11,95,14,7.24,9.585
SI,CGNA,35.01494,CGNA.2010.12,100,13,7.155,11.79
SI,CGNA,35.01494,CGNA.2010.13,110,18,7.275,10.225
SI,CGNA,35.01494,CGNA.2010.14,70,11,5.955,10.4
SI,CGNA,35.01494,CGNA.2010.15,120,15,7.82,12.275
SI,CGNA,35.01494,CGNA.2010.16,110,15,7.955,12.615
SI,CGNA,35.01494,CGNA.2010.17,110,16,8.285,12.65
SI,CGNA,35.01494,CGNA.2010.18,80,14,7.055,12.755
SI,CGNA,35.01494,CGNA.2010.19,100,14,7.855,12.425
SI,CGNA,35.01494,CGNA.2010.2,100,11,9.1,13
SI,CGNA,35.01494,CGNA.2010.20,100,13,8.92,12.785
SI,CGNA,35.01494,CGNA.2010.21,120,18,7.375,12.115
SI,CGNA,35.01494,CGNA.2010.22,120,20,7.45,12.325
SI,CGNA,35.01494,CGNA.2010.23,110,16,8.565,13.35
SI,CGNA,35.01494,CGNA.2010.24,110,20,7.11,11.32
SI,CGNA,35.01494,CGNA.2010.25,95,14,6.765,12.615
SI,CGNA,35.01494,CGNA.2010.26,75,11,7,11.1375
SI,CGNA,35.01494,CGNA.2010.27,95,14,7.53,11.955
SI,CGNA,35.01494,CGNA.2010.28,80,10,8.81,12.645
SI,CGNA,35.01494,CGNA.2010.29,110,16,6.54,11.735
SI,CGNA,35.01494,CGNA.2010.3,120,16,7.045,11.68
SI,CGNA,35.01494,CGNA.2010.30,70,7,7.645,12.42
SI,CGNA,35.01494,CGNA.2010.31,130,18,9.97,13.21
SI,CGNA,35.01494,CGNA.2010.32,125,15,9.78,13.25
SI,CGNA,35.01494,CGNA.2010.33,105,16,9.235,13.675
SI,CGNA,35.01494,CGNA.2010.34,95,10,9.63,13.4
SI,CGNA,35.01494,CGNA.2010.35,80,10,7.095,13.03
SI,CGNA,35.01494,CGNA.2010.36,100,16,7.21,11.33
SI,CGNA,35.01494,CGNA.2010.37,120,19,8.54,11.205
SI,CGNA,35.01494,CGNA.2010.38,95,13,7.26,12.77
SI,CGNA,35.01494,CGNA.2010.39,95,13,7.095,12.255
SI,CGNA,35.01494,CGNA.2010.4,105,15,7.85,12.62
SI,CGNA,35.01494,CGNA.2010.40,115,16,8.215,12.985
SI,CGNA,35.01494,CGNA.2010.41,110,13,8.245,11.4
SI,CGNA,35.01494,CGNA.2010.42,125,17,7.815,13.195
SI,CGNA,35.01494,CGNA.2010.43,100,11,8.135,12.89
SI,CGNA,35.01494,CGNA.2010.44,100,15,8.37,12.015
SI,CGNA,35.01494,CGNA.2010.45,80,14,5.975,12.125
SI,CGNA,35.01494,CGNA.2010.46,110,13,7.59,12.025
SI,CGNA,35.01494,CGNA.2010.47,115,13,8.435,9.505
SI,CGNA,35.01494,CGNA.2010.48,110,20,7.755,11.06
SI,CGNA,35.01494,CGNA.2010.49,95,12,7.65,11.465
SI,CGNA,35.01494,CGNA.2010.5,115,11,7.16,11.19
SI,CGNA,35.01494,CGNA.2010.50,70,16,5.76,10.015
SI,CGNA,35.01494,CGNA.2010.51,80,10,7.12,12.72
SI,CGNA,35.01494,CGNA.2010.52,95,15,6.775,12.27
SI,CGNA,35.01494,CGNA.2010.53,80,10,7.885,12.67
SI,CGNA,35.01494,CGNA.2010.54,95,14,6.175,12.155
SI,CGNA,35.01494,CGNA.2010.55,90,17,5.86,11.64
SI,CGNA,35.01494,CGNA.2010.56,95,17,6.32,9.86
SI,CGNA,35.01494,CGNA.2010.57,95,12,8.345,12.78
SI,CGNA,35.01494,CGNA.2010.58,110,17,8.06,10.965
SI,CGNA,35.01494,CGNA.2010.59,85,13,6.105,10.225
SI,CGNA,35.01494,CGNA.2010.6,110,14,8.525,12.395
SI,CGNA,35.01494,CGNA.2010.60,100,12,7.22,11.535
SI,CGNA,35.01494,CGNA.2010.7,105,16,6.58,10.235
SI,CGNA,35.01494,CGNA.2010.8,100,15,8.36,11.07
SI,CGNA,35.01494,CGNA.2010.9,100,18,6.395,12.795
SI,CGN2A,35.02265,CGN2A.2010.1,125,20,9.505,12.83
SI,CGN2A,35.02265,CGN2A.2010.10,110,13,9.555,11.72
SI,CGN2A,35.02265,CGN2A.2010.11,110,18,8.91,11.505
SI,CGN2A,35.02265,CGN2A.2010.12,105,19,9.13,12.06
SI,CGN2A,35.02265,CGN2A.2010.13,95,16,7.365,11.005
SI,CGN2A,35.02265,CGN2A.2010.14,95,15,6.765,11.855
SI,CGN2A,35.02265,CGN2A.2010.15,90,15,8.135,10.595
SI,CGN2A,35.02265,CGN2A.2010.16,115,14,9.005,11.71
SI,CGN2A,35.02265,CGN2A.2010.17,110,12,7.795,12.185
SI,CGN2A,35.02265,CGN2A.2010.18,100,12,8.015,12.405
SI,CGN2A,35.02265,CGN2A.2010.19,95,8,6.84,11.935
SI,CGN2A,35.02265,CGN2A.2010.2,100,16,9.225,11.6
SI,CGN2A,35.02265,CGN2A.2010.20,90,15,7.715,12.9
SI,CGN2A,35.02265,CGN2A.2010.21,85,10,6.605,11.38
SI,CGN2A,35.02265,CGN2A.2010.22,100,16,9.53,13.075
SI,CGN2A,35.02265,CGN2A.2010.23,110,9,9.04,11.045
SI,CGN2A,35.02265,CGN2A.2010.24,110,14,8.905,11.12
SI,CGN2A,35.02265,CGN2A.2010.25,130,21,10.265,12.28
SI,CGN2A,35.02265,CGN2A.2010.26,105,14,8.575,12.93
SI,CGN2A,35.02265,CGN2A.2010.27,105,15,8.33,12.235
SI,CGN2A,35.02265,CGN2A.2010.28,100,15,10.06,12.73
SI,CGN2A,35.02265,CGN2A.2010.29,90,10,7.05,12.3
SI,CGN2A,35.02265,CGN2A.2010.3,140,19,9.975,13.195
SI,CGN2A,35.02265,CGN2A.2010.30,120,15,10.73,15.8
SI,CGN2A,35.02265,CGN2A.2010.31,95,10,10.46,11.99
SI,CGN2A,35.02265,CGN2A.2010.32,110,22,9.65,12.7125
SI,CGN2A,35.02265,CGN2A.2010.33,100,15,10.03,14.31
SI,CGN2A,35.02265,CGN2A.2010.34,145,21,9.67,12.01
SI,CGN2A,35.02265,CGN2A.2010.35,105,15,9.76,11.775
SI,CGN2A,35.02265,CGN2A.2010.36,80,10,7.155,12.53
SI,CGN2A,35.02265,CGN2A.2010.37,150,20,10.89,11.33
SI,CGN2A,35.02265,CGN2A.2010.38,105,18,8.405,12.76
SI,CGN2A,35.02265,CGN2A.2010.39,105,12,9.24,11.505
SI,CGN2A,35.02265,CGN2A.2010.4,140,16,10.34,12.655
SI,CGN2A,35.02265,CGN2A.2010.40,100,14,7.005,11.355
SI,CGN2A,35.02265,CGN2A.2010.41,120,19,10.9,12.455
SI,CGN2A,35.02265,CGN2A.2010.42,115,17,10.415,12.28
SI,CGN2A,35.02265,CGN2A.2010.43,120,14,9.19,13.235
SI,CGN2A,35.02265,CGN2A.2010.44,140,16,11.525,14.4
SI,CGN2A,35.02265,CGN2A.2010.45,120,16,10.145,12.8
SI,CGN2A,35.02265,CGN2A.2010.46,130,17,8.86,13.375
SI,CGN2A,35.02265,CGN2A.2010.47,95,10,10.66,13.16
SI,CGN2A,35.02265,CGN2A.2010.48,110,17,8.07,11.42
SI,CGN2A,35.02265,CGN2A.2010.49,135,20,9,11.36
SI,CGN2A,35.02265,CGN2A.2010.5,115,17,9.3025,12.08
SI,CGN2A,35.02265,CGN2A.2010.50,120,16,10.765,12.015
SI,CGN2A,35.02265,CGN2A.2010.6,125,20,7.72,13.155
SI,CGN2A,35.02265,CGN2A.2010.7,145,17,10.785,14.04
SI,CGN2A,35.02265,CGN2A.2010.8,110,20,7.76,10.81
SI,CGN2A,35.02265,CGN2A.2010.9,90,11,8.73,13.235
SI,CGN2A,35.02265,CGN2A.2011.51,115,18,10.37325,14.391
SI,CGN2A,35.02265,CGN2A.2011.52,130,18,8.92425,12.687
SI,CGN2A,35.02265,CGN2A.2011.53,110,19,7.49425,12.6035
SI,CGN2A,35.02265,CGN2A.2011.54,110,14,9.3175,11.679
SI,CGN2A,35.02265,CGN2A.2011.55,115,18,8.82375,11.88275
SI,CGN2A,35.02265,CGN2A.2011.56,130,23,7.90375,11.14725
SI,CGN2A,35.02265,CGN2A.2011.57,130,19,9.845,12.03975
SI,CGN2A,35.02265,CGN2A.2011.58,180,21,10.52975,11.29375
SI,CGN2A,35.02265,CGN2A.2011.59,130,17,8.51425,12.261
SI,CGN2A,35.02265,CGN2A.2011.60,120,17,8.14675,11.641
SI,CGN2A,35.02265,CGN2A.2011.61,110,16,6.971,12.89825
SI,CGN2A,35.02265,CGN2A.2011.62,90,17,7.94825,13.51
SI,CGN2A,35.02265,CGN2A.2011.63,90,13,7.729,13.11475
SI,CGN2A,35.02265,CGN2A.2011.64,60,8,8.94025,14.0265
SI,CGN2A,35.02265,CGN2A.2011.65,100,13,7.8685,12.066
SI,CGN2A,35.02265,CGN2A.2011.66,100,14,8.97025,14.002
SI,CGN2A,35.02265,CGN2A.2011.67,95,11,6.66375,11.586
SI,CGN2A,35.02265,CGN2A.2011.68,80,14,6.08425,10.88725
SI,CGN2A,35.02265,CGN2A.2011.69,120,16,7.97425,15.04375
SI,CGN2A,35.02265,CGN2A.2011.70,130,19,8.50775,12.76325
SI,CGN2A,35.02265,CGN2A.2011.71,100,19,8.7365,12.4445
SI,CGN2A,35.02265,CGN2A.2011.72,110,15,7.645,11.18175
SI,CGN2A,35.02265,CGN2A.2011.73,140,19,8.05475,10.6225
SI,CGN2A,35.02265,CGN2A.2011.74,120,22,8.58925,11.57225
SI,CGN2A,35.02265,CGN2A.2011.75,110,19,8.23325,12.324
SI,CGN2A,35.02265,CGN2A.2011.76,120,18,8.52575,11.63225
SI,CGN2A,35.02265,CGN2A.2011.77,110,17,7.32125,11.52
SI,CGN2A,35.02265,CGN2A.2011.78,90,17,6.1755,9.42675
SI,CGN2A,35.02265,CGN2A.2011.79,110,15,8.11675,11.835
SI,CGN2A,35.02265,CGN2A.2011.80,130,16,10.679,12.6745
SI,CGN2A,35.02265,CGN2A.2011.81,110,24,7.0265,13.45775
SI,CGN2A,35.02265,CGN2A.2011.82,110,16,7.64725,10.43275
