self_inc,site,latitude_N,plant_id,umbel_angle_deg,flower_number,face_diam_mm,tube_length_mm
SI,CSEA,36.97229,CSEA.2011.54,110,16,9.918,12.7175
SI,CSEA,36.97229,CSEA.2011.55,110,15,10.77175,13.84
SI,CSEA,36.97229,CSEA.2011.56,110,14,10.003,12.1515
SI,CSEA,36.97229,CSEA.2011.57,100,13,11.733,13.555
SI,CSEA,36.97229,CSEA.2011.58,90,15,11.00275,12.19325
SI,CSEA,36.97229,CSEA.2011.59,110,16,10.62525,11.753
SI,CSEA,36.97229,CSEA.2011.60,105,18,12.0005,14.60075
SI,CSEA,36.97229,CSEA.2011.61,100,17,9.60125,12.53875
SI,CSEA,36.97229,CSEA.2011.62,110,15,11.8605,14.5395
SI,CSEA,36.97229,CSEA.2011.63,110,14,12.12875,12.32175
SI,CSEA,36.97229,CSEA.2011.64,110,14,11.40725,13.54775
SI,CSEA,36.97229,CSEA.2011.65,95,13,10.86475,14.1315
SI,CSEA,36.97229,CSEA.2011.66,110,13,11.1955,12.67825
SI,CSEA,36.97229,CSEA.2011.67,55,9,10.88775,11.84525
SI,CSEA,36.97229,CSEA.2011.68,95,13,13.543,15.0695
SI,CSEA,36.97229,CSEA.2011.69,120,14,11.7565,12.7585
SI,CSEA,36.97229,CSEA.2011.70,80,17,8.5355,11.66175
SI,CSEA,36.97229,CSEA.2011.71,90,13,9.86425,12.99025
SI,CSEA,36.97229,CSEA.2011.72,85,12,12.301,14.83625
SI,CSEA,36.97229,CSEA.2011.73,95,14,11.6005,12.8935
SI,CSEA,36.97229,CSEA.2011.74,100,15,11.07,13.954
SI,CSEA,36.97229,CSEA.2011.75,75,12,12.0025,12.48525
SI,CSEA,36.97229,CSEA.2011.76,80,12,10.0645,12.0025
SI,CSEA,36.97229,CSEA.2011.77,120,13,12.974,13.7
SI,CSEA,36.97229,CSEA.2011.78,120,22,12.45875,14.253
SI,CSEA,36.97229,CSEA.2011.79,120,16,11.40825,13.008
SI,CSEA,36.97229,CSEA.2011.80,100,13,10.98125,11.4155
SI,CSEA,36.97229,CSEA.2011.81,130,17,12.24575,14.05225
SI,CSEA,36.97229,CSEA.2011.82,130,16,9.61775,12.333
SI,CSEA,36.97229,CSEA.2011.83,95,18,10.0555,11.40975
SI,CSEA,36.97229,CSEA.2011.84,120,14,10.77975,12.71
SI,CSEA,36.97229,CSEA.2011.85,110,13,11.408,10.92475
SI,CSEA,36.97229,CSEA.2011.86,90,10,10.3725,11.4645
SI,CSEA,36.97229,CSEA.2011.87,100,15,9.94475,12.3025
SI,CSEA,36.97229,CSEA.2011.88,90,12,9.767,14.25825
SI,CSEA,36.97229,CSEA.2011.89,75,12,10.40225,11.05
SI,CSEA,36.97229,CSEA.2011.90,65,12,5.3375,7.56075
SI,CSEA,36.97229,CSEA.2011.91,90,12,9.829,12.4945
SI,CSEA,36.97229,CSEA.2011.92,75,12,10.008,11.79475
SI,CSEA,36.97229,CSEA.2011.93,90,15,8.82975,11.70875
SI,CSEA,36.97229,CSEA.2011.94,110,13,11.369,13.43575
SI,CSEA,36.97229,CSEA.2011.95,80,11,10.163,11.931
SC,CFAA,40.78136,CFAA.2010.1,95,14,7.59,6.17
SC,CFAA,40.78136,CFAA.2010.10,70,11,5.92,5.875
SC,CFAA,40.78136,CFAA.2010.11,90,14,6.65,6.385
SC,CFAA,40.78136,CFAA.2010.12,110,17,6.49,6.27
SC,CFAA,40.78136,CFAA.2010.13,115,15,7,6.95
SC,CFAA,40.78136,CFAA.2010.14,95,14,7.19,7.295
SC,CFAA,40.78136,CFAA.2010.15,85,15,5.655,7.485
SC,CFAA,40.78136,CFAA.2010.16,115,13,6.36,6.85
SC,CFAA,40.78136,CFAA.2010.17,100,14,6.01,6.1
SC,CFAA,40.78136,CFAA.2010.18,95,16,6.245,6.46
SC,CFAA,40.78136,CFAA.2010.19,80,10,6.77,6.9
SC,CFAA,40.78136,CFAA.2010.2,110,14,6.905,7.38
SC,CFAA,40.78136,CFAA.2010.20,85,11,7.415,7.015
SC,CFAA,40.78136,CFAA.2010.21,95,19,6.885,6.255
SC,CFAA,40.78136,CFAA.2010.22,105,14,7.395,6.665
SC,CFAA,40.78136,CFAA.2010.23,110,16,6.89,6.525
SC,CFAA,40.78136,CFAA.2010.24,85,12,6.7,6.105
SC,CFAA,40.78136,CFAA.2010.25,105,13,6.615,5.415
SC,CFAA,40.78136,CFAA.2010.26,130,14,6.94,6.14
SC,CFAA,40.78136,CFAA.2010.27,NA,11,6.24,5.765
SC,CFAA,40.78136,CFAA.2010.28,100,14,6.145,6.59
SC,CFAA,40.78136,CFAA.2010.29,95,14,6.33,6.035
SC,CFAA,40.78136,CFAA.2010.3,125,15,7.735,7.73
SC,CFAA,40.78136,CFAA.2010.30,100,15,7.085,6.44
SC,CFAA,40.78136,CFAA.2010.4,85,10,6.1,7.06
SC,CFAA,40.78136,CFAA.2010.5,130,16,7.935,6.94
SC,CFAA,40.78136,CFAA.2010.6,90,16,5.68,6.125
SC,CFAA,40.78136,CFAA.2010.7,75,14,6.39,6.51
SC,CFAA,40.78136,CFAA.2010.8,75,13,6.95,7.33
SC,CFAA,40.78136,CFAA.2010.9,90,10,6.56,7.375
SC,CGBA,41.36177,CGBA.2011.1,120,14,6.66925,7.3555
SC,CGBA,41.36177,CGBA.2011.10,85,17,5.2465,6.39375
SC,CGBA,41.36177,CGBA.2011.11,75,17,4.3565,6.225
SC,CGBA,41.36177,CGBA.2011.12,80,13,5.21225,5.4795
SC,CGBA,41.36177,CGBA.2011.13,65,10,4.955,5.60275
SC,CGBA,41.36177,CGBA.2011.14,75,16,5.1665,5.9935
SC,CGBA,41.36177,CGBA.2011.15,90,17,5.2735,6.1805
SC,CGBA,41.36177,CGBA.2011.16,80,16,5.40425,6.023
SC,CGBA,41.36177,CGBA.2011.17,85,13,5.4275,5.97275
SC,CGBA,41.36177,CGBA.2011.18,90,17,5.23075,6.055
SC,CGBA,41.36177,CGBA.2011.19,90,15,6.109,6.41375
SC,CGBA,41.36177,CGBA.2011.2,110,20,7.09125,6.248
SC,CGBA,41.36177,CGBA.2011.20,85,13,6.31525,6.8335
SC,CGBA,41.36177,CGBA.2011.21,70,11,6.54575,6.765
SC,CGBA,41.36177,CGBA.2011.22,70,13,5.6145,6.27575
SC,CGBA,41.36177,CGBA.2011.23,75,15,4.674,5.84375
SC,CGBA,41.36177,CGBA.2011.24,80,13,5.1735,6.037
SC,CGBA,41.36177,CGBA.2011.25,60,11,4.899,5.6355
SC,CGBA,41.36177,CGBA.2011.26,90,13,5.256,5.937
SC,CGBA,41.36177,CGBA.2011.27,85,15,6.84425,6.577
SC,CGBA,41.36177,CGBA.2011.28,75,15,5.343,7.31225
SC,CGBA,41.36177,CGBA.2011.3,105,16,5.79075,6.5825
SC,CGBA,41.36177,CGBA.2011.30,90,14,5.79925,6.17125
SC,CGBA,41.36177,CGBA.2011.31,80,16,5.0165,5.79175
SC,CGBA,41.36177,CGBA.2011.32,90,15,7.00125,6.5135
SC,CGBA,41.36177,CGBA.2011.33,90,16,5.3005,6.13525
SC,CGBA,41.36177,CGBA.2011.34,60,10,5.407,5.91425
SC,CGBA,41.36177,CGBA.2011.35,90,11,6.77525,7.07525
SC,CGBA,41.36177,CGBA.2011.36,70,13,5.47675,6.2495
SC,CGBA,41.36177,CGBA.2011.4,100,16,5.99725,6.52825
SC,CGBA,41.36177,CGBA.2011.5,100,16,5.99825,6.8955
SC,CGBA,41.36177,CGBA.2011.6,90,13,5.41625,6.60075
SC,CGBA,41.36177,CGBA.2011.7,90,17,5.964,6.67475
SC,CGBA,41.36177,CGBA.2011.8,120,23,5.4905,5.9055
SC,CGBA,41.36177,CGBA.2011.9,120,25,7.466,7.77025
SC,COSA,41.4419,COSA.2011.1,100,12,6.05325,6.7565
SC,COSA,41.4419,COSA.2011.10,65,9,4.8965,6.1555
SC,COSA,41.4419,COSA.2011.11,80,12,4.27425,4.73575
SC,COSA,41.4419,COSA.2011.12,90,12,6.61575,6.35075
SC,COSA,41.4419,COSA.2011.13,85,9,7.14875,6.4175
SC,COSA,41.4419,COSA.2011.14,80,10,5.39825,6.72225
SC,COSA,41.4419,COSA.2011.15,90,12,6.30825,5.32225
SC,COSA,41.4419,COSA.2011.16,90,11,6.47225,6.50175
SC,COSA,41.4419,COSA.2011.17,70,10,5.589,5.93375
SC,COSA,41.4419,COSA.2011.18,90,9,5.8345,6.006
SC,COSA,41.4419,COSA.2011.19,65,10,4.53925,4.96875
SC,COSA,41.4419,COSA.2011.2,90,10,6.6155,6.9675
SC,COSA,41.4419,COSA.2011.20,70,11,4.68725,4.5185
SC,COSA,41.4419,COSA.2011.21,85,11,4.863,6.14175
SC,COSA,41.4419,COSA.2011.22,95,10,7.52025,6.79025
SC,COSA,41.4419,COSA.2011.23,80,12,6.7265,6.29975
SC,COSA,41.4419,COSA.2011.24,90,14,6.8165,5.903
SC,COSA,41.4419,COSA.2011.25,80,10,5.833,6.06775
SC,COSA,41.4419,COSA.2011.26,85,10,5.984,5.93575
SC,COSA,41.4419,COSA.2011.27,75,9,5.913,6.11475
SC,COSA,41.4419,COSA.2011.28,80,14,5.4635,6.30825
SC,COSA,41.4419,COSA.2011.29,95,14,6.0735,6.04975
SC,COSA,41.4419,COSA.2011.3,90,13,4.321,5.59675
SC,COSA,41.4419,COSA.2011.30,90,12,6.1215,5.558
SC,COSA,41.4419,COSA.2011.31,80,13,4.848,5.722
SC,COSA,41.4419,COSA.2011.32,90,11,5.82725,5.79725
SC,COSA,41.4419,COSA.2011.33,90,15,4.88175,4.51825
SC,COSA,41.4419,COSA.2011.34,80,11,4.526,4.3575
SC,COSA,41.4419,COSA.2011.35,90,11,5.7685,5.742
SC,COSA,41.4419,COSA.2011.4,60,11,4.20275,5.1155
SC,COSA,41.4419,COSA.2011.5,60,8,4.66175,5.49875
SC,COSA,41.4419,COSA.2011.6,75,12,5.9095,5.2045
SC,COSA,41.4419,COSA.2011.7,75,10,4.986,5.6045
SC,COSA,41.4419,COSA.2011.8,90,9,5.6865,5.07525
SC,COSA,41.4419,COSA.2011.9,70,11,4.156,4.423
